Subject,Question,Option A,Option B,Option C,Option D,Answer,Cluster
Chemistry,What is the primary raw material for the plastic industry?,Coal,Natural gas,Ethene from petroleum,Sodium chloride,C,3
Chemistry,Which industry produces substances like NH4NO3 and urea?,Paint industry,Fertilizer industry,Pharmaceutical industry,Cement industry,B,3
Chemistry,What is the main component of natural gas?,Ethane,Propane,Methane,Butane,C,0
Chemistry,Which of the following is a fine chemical?,Sodium hydroxide,Sulphuric acid,A laboratory reagent,Ammonia,C,7
Chemistry,What is the primary source of organic acids?,Mineral elements,Plants and animal materials,Inorganic matter,Synthetic processes,B,2
Chemistry,Which of the following acids is monobasic?,H2SO4,H3PO4,HNO3,H2CO3,C,2
Chemistry,Which of the following is a property of alkalis?,They turn red litmus blue,They have a sour taste,They are corrosive to skin,They produce H+ ions in water,A,2
Chemistry,Which type of salt contains water molecules loosely attached to its structure?,Anhydrous salt,Efflorescent salt,Deliquescent salt,Hydrated salt,D,5
Chemistry,What is the process called when a hydrated salt loses its water of crystallization on exposure to air?,Deliquescence,Efflorescence,Hygroscopy,Hydrolysis,B,5
Chemistry,Which of the following is a use of calcium trioxocarbonate(IV)?,As a fuel,In making cement,As a drying agent,In fire extinguishers,B,8
Chemistry,What is the main reason graphite is used as a lubricant?,It has a high density,It is a good conductor,Its layers can slide over each other,It is very hard,C,1
Chemistry,Which of the following statements about diamond is correct?,It conducts electricity,It has a low melting point,It is the hardest natural substance,It is soft and slippery,C,1
Chemistry,What is produced when carbon reduces iron(III) oxide?,Iron and carbon dioxide,Iron and carbon monoxide,Iron and water,Iron and oxygen,B,1
Chemistry,Which gas is used in fire extinguishers because it does not support combustion?,Carbon(II) oxide,Producer gas,Carbon(IV) oxide,Water gas,C,0
Chemistry,What is the chemical test for carbon(IV) oxide?,It turns lime water milky,It burns with a pop sound,It decolorizes bromine water,It turns cobalt chloride paper pink,A,1
Chemistry,Why is carbon(II) oxide dangerous to humans?,It supports combustion,It is highly flammable,It combines with haemoglobin in blood,It has a strong odor,C,1
Chemistry,Which type of coal has the highest carbon content?,Peat,Lignite,Bituminous,Anthracite,D,0
Chemistry,What is the liquid product obtained from destructive distillation of coal?,Coal gas,Ammoniacal liquor,Coke,Producer gas,B,0
Chemistry,Which fuel gas is a mixture of carbon monoxide and nitrogen?,Water gas,Producer gas,Natural gas,Coal gas,B,0
Chemistry,What is the main component of natural gas?,Ethane,Propane,Methane,Butane,C,0
Chemistry,Which process increases the octane rating of petrol?,Cracking,Reforming,Fractional distillation,Destructive distillation,B,0
Chemistry,What is the octane number of n-heptane?,0,50,100,25,A,6
Chemistry,Which industry produces substances like paints and dyes?,Fertilizer industry,Pharmaceutical industry,Paint industry,Plastic industry,C,3
Chemistry,What is the primary raw material for the manufacture of cement?,Clay and limestone,Coal and water,Petroleum and air,Sand and salt,A,3
Chemistry,Which of the following is a fine chemical?,Sulphuric acid,Sodium hydroxide,A laboratory reagent,Ammonia gas,C,7
Chemistry,What is the main use of fertilizers?,To cure diseases,To increase agricultural production,As building materials,As fuel additives,B,3
Chemistry,Which substance is used as an electrolyte in lead-acid accumulators?,Hydrochloric acid,Sulphuric acid,Nitric acid,Ethanoic acid,B,2
Chemistry,What is the pH range of an alkaline solution?,0-6,7,8-14,1-14,C,2
Chemistry,Which salt is used as a laxative in medicine?,Sodium chloride,Calcium carbonate,Magnesium sulphate,Ammonium chloride,C,5
Chemistry,Which of the following is an example of a complex salt?,Sodium chloride,Potassium alum,Calcium carbonate,Ammonium nitrate,B,5
Chemistry,What is the chemical formula for ammoniacal liquor?,NH4Cl,NH4OH,NH3,H2O,B,6
Chemistry,Which petroleum fraction is used in making candles and polishes?,Petrol,Kerosene,Lubricating oil,Bitumen,C,7
Chemistry,What is the process of breaking down large hydrocarbon molecules into smaller ones called?,Reforming,Polymerization,Cracking,Fractional distillation,C,4
Chemistry,Which element is added to petrol to prevent knocking?,Lead tetraethyl,Sodium chloride,Calcium carbonate,Ammonia gas,A,0
Chemistry,What is the primary raw material for the plastic industry?,Coal,Natural gas,Ethene,Water,C,3
Chemistry,Which industry produces drugs and medicines?,Fertilizer industry,Pharmaceutical industry,Paint industry,Cement industry,B,3
Chemistry,What is the main component of coal gas?,Methane and hydrogen,Carbon monoxide and nitrogen,Carbon dioxide and oxygen,Hydrogen and oxygen,A,0
Chemistry,Which of the following is a property of acids?,They turn blue litmus red,They feel soapy,They have a bitter taste,They are insoluble in water,A,2
Chemistry,What is the basicity of ethanoic acid?,1,2,3,4,A,2
Chemistry,Which gas is produced when acids react with trioxocarbonates(IV)?,Hydrogen,Oxygen,Carbon dioxide,Nitrogen,C,8
Chemistry,What is the pH of a solution with hydrogen ion concentration of 1×10⁻¹¹ mol/dm³?,1,3,11,13,C,8
Chemistry,Which of the following is a strong base?,Ammonia solution,Calcium hydroxide,Sodium hydroxide,Aluminium hydroxide,C,6
Chemistry,What is the product of neutralization between HCl and NaOH?,NaCl and H2O,NaCl and H2,NaOH and Cl2,Na and ClOH,A,2
Chemistry,Which salt is insoluble in water?,Sodium nitrate,Potassium chloride,Silver chloride,Ammonium carbonate,C,5
Chemistry,What is the term for substances that absorb moisture from air without dissolving?,Efflorescent,Deliquescent,Hygroscopic,Anhydrous,C,7
Chemistry,Which allotrope of carbon is used in pencils?,Diamond,Graphite,Charcoal,Coke,B,1
Chemistry,What is the main use of carbon(IV) oxide in the food industry?,As a fuel,As a refrigerant,In carbonated drinks,In making explosives,C,1
Chemistry,Which type of cracking uses a catalyst?,Thermal cracking,Catalytic cracking,Steam cracking,Fractional cracking,B,4
Chemistry,What is the primary raw material for the fertilizer industry?,Petroleum,Coal,Ammonia,Graphite,C,3
Chemistry,Which chemical industry produces items like PVC pipes?,Plastic industry,Pharmaceutical industry,Paint industry,Fertilizer industry,A,3
Chemistry,What is the chemical formula for tetraoxosulphate(VI) acid?,H2SO3,H2SO4,HNO3,HCl,B,8
Chemistry,Which of the following is a characteristic of a concentrated acid?,It contains a large amount of water,It contains a small amount of water,It has a low concentration of H+ ions,It turns blue litmus red,B,2
Chemistry,What is the basicity of an acid that has three replaceable hydrogen ions?,1,2,3,4,C,2
Chemistry,Which of the following turns blue litmus paper red?,Sodium hydroxide solution,Calcium hydroxide solution,Ethanoic acid solution,Ammonia solution,C,7
Chemistry,What gas is produced when dilute hydrochloric acid reacts with zinc?,Chlorine,Oxygen,Hydrogen,Nitrogen,C,2
Chemistry,Which method of acid preparation involves dissolving an acid anhydride in water?,Combination of elements,Displacement from salts,Using an acid anhydride,Precipitation,C,2
Chemistry,What is the pH of a solution with a hydrogen ion concentration of 1×10⁻⁵ mol/dm³?,5,9,7,14,A,8
Chemistry,Which of the following is a weak base?,Sodium hydroxide,Potassium hydroxide,Calcium oxide,Ammonia solution,D,6
Chemistry,What is the product when magnesium oxide reacts with nitric acid?,Magnesium nitrate and water,Magnesium nitride and oxygen,Magnesium and nitrogen,Magnesium hydroxide and nitrite,A,2
Chemistry,Which type of salt turns red litmus blue?,Normal salt,Acid salt,Basic salt,Double salt,C,5
Chemistry,What is the solubility rule for all sodium salts?,They are insoluble,They are soluble,They are slightly soluble,They decompose in water,B,5
Chemistry,Which salt is used as a drying agent for gases?,Sodium chloride,Calcium chloride,Silver chloride,Lead chloride,B,5
Chemistry,What is the process of converting a soluble salt to crystals called?,Evaporation,Decantation,Crystallization,Filtration,C,5
Chemistry,Which of the following is an example of a hydrated salt?,NaCl,KNO3,CuSO4·5H2O,AgNO3,C,5
Chemistry,What term describes sodium trioxocarbonate(IV) decahydrate when it loses water on exposure to air?,Deliquescence,Efflorescence,Hygroscopy,Hydrolysis,B,8
Chemistry,Which allotrope of carbon has a tetrahedral structure?,Graphite,Diamond,Charcoal,Lampblack,B,6
Chemistry,Why is graphite used in nuclear reactors?,It is a good lubricant,It is a good conductor,It slows down neutrons,It is transparent,C,1
Chemistry,What is the main impurity in coal?,Oxygen,Nitrogen,Sulphur,Hydrogen,C,0
Chemistry,Which form of carbon is used in gas masks to absorb poisonous gases?,Diamond,Graphite,Charcoal,Coke,C,1
Chemistry,What is the product when carbon burns in a limited supply of air?,Carbon dioxide,Carbon monoxide,Water,Hydrogen gas,B,1
Chemistry,How is carbon(IV) oxide commercially produced as a by-product?,From fermentation,From burning coal,From cracking petroleum,From electrolysis,A,1
Chemistry,What is observed when excess CO2 is bubbled through lime water?,Permanent milkyness,The milkiness disappears,A yellow precipitate,No change,B,1
Chemistry,Which gas is produced by the dehydration of methanoic acid?,CO2,CO,H2,CH4,B,4
Chemistry,What is the main use of producer gas?,In chemical synthesis,As a fuel in furnaces,In carbonated drinks,As an anesthetic,B,0
Chemistry,Which type of coal has the lowest carbon content?,Anthracite,Bituminous,Lignite,Peat,D,0
Chemistry,What is the solid residue left after destructive distillation of coal?,Coal tar,Coal gas,Ammoniacal liquor,Coke,D,0
Chemistry,Which fuel gas has the highest calorific value?,Producer gas,Water gas,Coal gas,Natural gas,B,0
Chemistry,What is the chemical formula for trioxocarbonate(IV) ion?,CO3²⁻,HCO3⁻,CO2,H2CO3,A,8
Chemistry,How is sodium trioxocarbonate(IV) prepared in the laboratory?,By precipitation,By bubbling CO2 through NaOH,By direct combination,By heating NaHCO3,B,8
Chemistry,What is the test for hydrogen trioxocarbonate(IV) ion?,It gives CO2 with acids,It turns lime water milky,It liberates ammonia,It decolorizes bromine,A,8
Chemistry,What is the primary source of aromatic hydrocarbons?,Coal tar,Petroleum,Natural gas,Plants,A,0
Chemistry,Which petroleum fraction has the lowest boiling point?,Lubricating oil,Kerosene,Petrol,Petroleum gas,D,0
Chemistry,What is the main purpose of fractional distillation of crude oil?,To break down molecules,To separate into fractions,To remove impurities,To increase octane number,B,0
Chemistry,Which process converts straight-chain hydrocarbons to branched-chain ones?,Cracking,Reforming,Polymerization,Distillation,B,4
Chemistry,What is the octane number of a fuel that causes severe knocking?,0,50,100,25,A,0
Chemistry,Which of the following is a petrochemical?,Ethanol from fermentation,Methane from natural gas,Benzene from coal tar,All of the above,D,3
Chemistry,What is the primary raw material for the soap industry?,Petroleum,Animal fat or vegetable oil,Coal,Natural gas,B,3
Chemistry,Which industry produces substances like antibiotics and vaccines?,Fertilizer industry,Pharmaceutical industry,Paint industry,Plastic industry,B,3
Chemistry,What is the main component of cement?,Clay and limestone,Sand and water,Gypsum and salt,Coal and oil,A,3
Chemistry,Which of the following is a heavy chemical?,A perfume,A laboratory reagent,Sulphuric acid,A drug,C,7
Chemistry,What is the pH of a solution with hydroxide ion concentration of 1×10⁻³ mol/dm³?,3,11,7,14,B,8
Chemistry,Which salt is used in dry cells as an electrolyte?,Sodium chloride,Ammonium chloride,Calcium carbonate,Silver nitrate,B,5
Chemistry,What is the chemical name for baking soda?,Sodium carbonate,Sodium hydrogen trioxocarbonate(IV),Sodium trioxocarbonate(IV),Sodium chloride,B,7
Chemistry,Which property makes diamond suitable for jewelry?,Its hardness,Its electrical conductivity,Its refractive index,Its solubility,C,1
Chemistry,What is the main use of carbon black?,As a lubricant,In printer's ink,As a fuel,In nuclear reactors,B,1
Chemistry,Which gas is produced when calcium trioxocarbonate(IV) reacts with dilute HCl?,Hydrogen,Oxygen,Carbon dioxide,Nitrogen,C,8
Chemistry,What is the chemical test for carbon(II) oxide?,It turns lime water milky,It burns with a blue flame,It has no effect on lime water,It decolorizes bromine,B,1
Chemistry,Which product from destructive distillation of coal is used in making dyes?,Coal gas,Ammoniacal liquor,Coal tar,Coke,C,0
Chemistry,What is the primary composition of water gas?,CO and H2,CO and N2,CH4 and H2,CO2 and H2,A,0
Chemistry,Which process increases the yield of petrol from heavy oil fractions?,Reforming,Cracking,Polymerization,Distillation,B,4
Chemistry,What is the primary raw material for the Haber process?,Oxygen,Nitrogen,Hydrogen,Carbon,B,3
Chemistry,Which industry is associated with the production of urea?,Fertilizer industry,Pharmaceutical industry,Plastic industry,Paint industry,A,3
Chemistry,What is the chemical formula for tetraoxosulphate(VI) acid?,H2SO3,H2SO4,HNO3,HCl,B,8
Chemistry,Which of the following is a characteristic of a concentrated acid?,It contains a large amount of water,It contains a small amount of water,It has a low concentration of H+ ions,It turns blue litmus red,B,2
Chemistry,What is the basicity of an acid that has three replaceable hydrogen ions?,1,2,3,4,C,2
Chemistry,Which of the following turns blue litmus paper red?,Sodium hydroxide solution,Calcium hydroxide solution,Ethanoic acid solution,Ammonia solution,C,7
Chemistry,What gas is produced when dilute hydrochloric acid reacts with zinc?,Chlorine,Oxygen,Hydrogen,Nitrogen,C,2
Chemistry,Which method of acid preparation involves dissolving an acid anhydride in water?,Combination of elements,Displacement from salts,Using an acid anhydride,Precipitation,C,2
Chemistry,What is the pH of a solution with a hydrogen ion concentration of 1×10⁻⁵ mol/dm³?,5,9,7,14,A,8
Chemistry,Which of the following is a weak base?,Sodium hydroxide,Potassium hydroxide,Calcium oxide,Ammonia solution,D,6
Chemistry,What is the product when magnesium oxide reacts with nitric acid?,Magnesium nitrate and water,Magnesium nitride and oxygen,Magnesium and nitrogen,Magnesium hydroxide and nitrite,A,2
