Mathematics,Find y if x + y = 8 and 2x + y = 11.,x=3,y=5,x=2,y=6,x=4,y=4,x=5,y=3,A
Mathematics,If 6x – y = 13 and 3x + y = 11 find x.,x=2,y=3,x=3,y=2,x=4,y=1,x=5,y=–1,B
Mathematics,Solve 2x + y = 8 and x – 2y = –1.,x=3,y=2,x=4,y=1,x=2,y=3,x=3,y=–2,A
Mathematics,Find x if x + 4y = 14 and 3x – 2y = 4.,x=2,y=3,x=4,y=2,x=3,y=4,x=2,y=2,C
Mathematics,If 4x + y = 9 and 5x – y = 11 then x=?,x=2,y=1,x=2,y=3,x=3,y=–3,x=2,y=2,A
Mathematics,Find x,y: 3x + 4y = 18 and 2x – y = 1.,x=2,y=3,x=4,y=2,x=3,y=2,x=3,y=3,C
Mathematics,Solve the equations: 5x + 3y = 19 and 3x – y = 5.,x=2,y=3,x=3,y=2,x=4,y=1,x=3,y=2,A
Mathematics,Find x,y if 7x – 2y = 10 and 3x + y = 9.,x=2,y=3,x=3,y=2,x=4,y=1,x=5,y=–1,B
Mathematics,If 2x + y = 7 and 3x – y = 8 find x.,x=3,y=1,x=2,y=2,x=4,y=–1,x=2,y=1,A
Mathematics,Find y from x + 2y = 9 and 2x – y = 3.,x=3,y=2,x=2,y=3,x=4,y=2,x=3,y=3,B
Mathematics,Find the solution of x + y = 11 and 3x – y = 9.,x=5,y=6,x=4,y=7,x=3,y=8,x=6,y=5,A
Mathematics,Solve 4x – y = 7 and x + y = 5.,x=2,y=3,x=3,y=2,x=4,y=1,x=5,y=0,B
Mathematics,Find x if 2x – 3y = 1 and 4x + y = 15.,x=2,y=3,x=3,y=3,x=4,y=1,x=3,y=2,B
Mathematics,If x – 2y = 4 and 2x + y = 10 find y.,x=2,y=2,x=3,y=2,x=4,y=2,x=4,y=1,C
Mathematics,Find x,y: 5x + 2y = 14 and 3x – y = 4.,x=2,y=2,x=3,y=1,x=2,y=3,x=4,y=1,B
Mathematics,Solve 3x – y = 4 and 2x + y = 10.,x=3,y=4,x=2,y=3,x=4,y=2,x=3,y=2,A
Mathematics,If x + y = 7 and 4x – y = 13 find y.,x=2,y=5,x=3,y=4,x=4,y=3,x=5,y=2,B
Mathematics,Find x,y satisfying 2x + 3y = 12 and 3x – y = 5.,x=2,y=3,x=3,y=2,x=4,y=1,x=3,y=3,B
Mathematics,If 3x + 4y = 14 and 2x – y = 1 find x.,x=2,y=2,x=3,y=2,x=4,y=1,x=2,y=1,B
Mathematics,Solve 6x + y = 19 and 4x – y = 9.,x=2,y=3,x=3,y=1,x=4,y=–1,x=3,y=1,B
Mathematics,Find x,y if 5x – 3y = 7 and x + y = 5.,x=2,y=3,x=3,y=2,x=4,y=1,x=2,y=1,B
Mathematics,Solve x + 2y = 10 and 3x – y = 5.,x=3,y=3,x=2,y=4,x=4,y=2,x=3,y=2,A
Mathematics,Find y if 2x + 3y = 12 and 3x – y = 3.,x=2,y=3,x=3,y=2,x=4,y=1,x=3,y=3,A
Mathematics,Solve 4x + 2y = 10 and 3x – y = 5.,x=2,y=1,x=1,y=2,x=3,y=–1,x=2,y=–1,C
Mathematics,Find x,y if x + y = 8 and 3x – y = 4.,x=3,y=5,x=4,y=4,x=2,y=6,x=5,y=3,A
Mathematics,If 2x + y = 11 and 3x – y = 9 find x.,x=3,y=5,x=4,y=3,x=2,y=7,x=5,y=1,B
Mathematics,Find x from 5x – y = 14 and 2x + y = 8.,x=2,y=3,x=3,y=2,x=4,y=0,x=3,y=1,B
Mathematics,Solve 4x – y = 9 and 3x + y = 11.,x=2,y=3,x=3,y=2,x=4,y=1,x=5,y=–1,B
Mathematics,Find y given x + 3y = 15 and 2x – y = 3.,x=3,y=4,x=4,y=3,x=2,y=5,x=1,y=6,B
Mathematics,Simplify 2³ × 2².,2⁵,2⁶,2¹,2⁴,A
Mathematics,Express 9² × 9³ as a single power.,9⁵,9⁶,9⁴,9³,A
Mathematics,Simplify (3²)³.,3⁵,3⁶,3⁷,3⁸,B
Mathematics,Find the value of 10⁻².,0.01,0.1,10,1,A
Mathematics,Write 8⁰ in simplest form.,1,0,8,–1,A
Mathematics,Simplify 5⁴ ÷ 5².,5²,5³,5⁴,5⁶,A
Mathematics,Find x if 2ˣ = 8.,x=2,x=3,x=4,x=1,B
Mathematics,Express 1/9 as a power of 3.,3⁻²,3²,3⁻³,3⁻¹,A
Mathematics,Simplify (2³)⁴.,2⁷,2¹²,2⁶,2⁸,B
Mathematics,Simplify 7⁵ ÷ 7².,7³,7²,7⁴,7⁶,A
Mathematics,If 3ˣ = 81 find x.,2,3,4,5,C
Mathematics,Write 0.001 as a power of 10.,10⁻²,10⁻³,10⁻⁴,10⁻¹,B
Mathematics,Simplify (a²b³)².,a⁴b⁶,a³b⁴,a⁴b⁵,a⁵b⁶,A
Mathematics,Simplify 4⁵ ÷ 4².,4²,4³,4⁴,4⁵,B
Mathematics,Simplify (x³)².,x⁵,x⁶,x⁷,x⁴,B
Mathematics,Find the reciprocal of 2⁻³.,2³,2⁻³,1/8,8,A
Mathematics,Express 1/16 as a power of 2.,2⁻³,2⁻⁴,2⁻⁵,2⁻²,B
Mathematics,Find the value of 9^(1/2).,3,9,81,√9,A
Mathematics,Simplify √50.,5√2,2√5,10√2,25√2,A
Mathematics,Simplify √(49/64).,7/8,8/7,7/9,9/7,A
Mathematics,Find the square root of 81.,9,8,7,6,A
Mathematics,Simplify 3√8.,6√2,2√2,3√2,4√2,B
Mathematics,Simplify √72.,6√2,3√2,2√3,4√3,A
Mathematics,Find cube root of 27.,9,3,6,2,B
Mathematics,Express √48 in simplest form.,4√3,3√2,2√6,6√2,A
Mathematics,Simplify 1/√3.,√3/3,√3,1/3,3/A,A
Mathematics,Find the value of √(25/49).,5/7,7/5,25/7,7/25,A
Mathematics,Simplify √20 + √5.,√5(2+1),3√5,2√5,√25,B
Mathematics,Express 64^(1/2).,8,16,4,32,A
Mathematics,Find the cube root of 125.,4,5,6,3,B
Mathematics,Simplify 16^(3/4).,8,4,16,2,A
Mathematics,Simplify 27^(2/3).,6,9,3,12,B
Mathematics,Express √12 in surd form.,2√3,3√2,4√3,3√4,A
Mathematics,Find the value of 2⁰ + 3⁰.,1,2,3,4,B
Mathematics,Simplify (x²y³)³.,x⁶y⁹,x⁵y⁶,x⁴y⁷,x⁶y⁶,A
Mathematics,Find √(0.25).,0.2,0.25,0.5,0.75,C
Mathematics,Find √(49a²b⁴).,7ab²,49ab²,7a²b,14ab,A
Mathematics,If 5ˣ = 125 find x.,2,3,4,5,B
Mathematics,Express 0.0001 as a power of 10.,10⁻³,10⁻⁴,10⁻⁵,10⁻²,B
Mathematics,Simplify 3⁴ × 3⁻².,3²,3⁶,3⁴,3⁰,A
Mathematics,Find value of 81^(1/4).,3,4,9,2,A
Mathematics,Simplify (x³)⁴ ÷ (x⁵)².,x²,x³,x⁴,x⁰,D
Mathematics,If (2ˣ)(2³)=2⁷ find x.,3,4,5,6,B
Mathematics,Find √(121).,9,10,11,12,C
Mathematics,Simplify √(x²).,|x|,x²,x,x³,A
Mathematics,Find value of (3/4)⁻².,16/9,9/16,4/9,3/16,A
Mathematics,Simplify √(45).,3√5,5√3,2√5,6√3,A
Mathematics,Simplify (√3)².,3,6,9,√3,A
Mathematics,Simplify (5a²b³)².,25a⁴b⁶,25a²b³,5a³b²,50a⁴b⁵,A
Mathematics,Solve the equations y = x + 2 and y = x² + x.,x=–1,y=1 and x=2,y=4,x=1,y=3 and x=2,y=5,x=0,y=2 and x=2,y=4,x=–2,y=0 and x=1,y=3,A
Mathematics,Find points of intersection for y = x² and y = 2x + 3.,(–1,1) and (3,9),(0,3) and (3,9),(–1,1) and (4,11),(1,4) and (2,7),A
Mathematics,Solve x² = 4x – 3.,x=1 or 3,x=–1 or 3,x=2 or 3,x=–3 or 1,B
Mathematics,Solve y = 2x + 1 and y = x² – 3x + 2.,x=1,y=3 and x=2,y=5,x=–1,y=–1 and x=3,y=7,x=1,y=3 and x=4,y=9,x=–2,y=–3 and x=3,y=7,B
Mathematics,Find x if y = x² and y = 6 – x.,x=2 and x=3,x=1 and x=5,x=2 and x=4,x=1 and x=4,A
Mathematics,If y = x² – 4 and y = 2x + 2 find x.,x=–3 or 2,x=–2 or 3,x=–1 or 4,x=–4 or 1,B
Mathematics,Solve x² – x – 6 = 0 graphically, points of intersection are?,(–2,0) and (3,0),(–1,0) and (6,0),(–3,0) and (2,0),(0,0) and (6,0),A
Mathematics,In solving y = x² + 2x and y = 3x + 4, x-values are?,x=–2 and 2,x=–1 and 3,x=–4 and 2,x=–3 and 4,B
Mathematics,Solve x² = 2x + 3 using algebra.,x=3 and –1,x=1 and –3,x=–2 and 3,x=2 and –3,A
Mathematics,If y = x² – 2x – 3 and y = 2x + 1 find x.,x=–1 or 4,x=–3 or 2,x=–2 or 3,x=–4 or 1,A
Mathematics,Solve y = x² – 3 and y = 2x – 1.,x=–1 or 2,x=1 or 2,x=–2 or 3,x=–3 or 1,A
Mathematics,Find x when y = x² – 5x + 4 and y = 2x – 2.,x=1 or 4,x=2 or 5,x=1 or 6,x=2 or 3,A
Mathematics,The points where y = x² and y = 4 intersect are?,(–2,4) and (2,4),(–1,1) and (1,1),(0,4) and (4,4),(–3,9) and (3,9),A
Mathematics,Find the coordinates where y = x² and y = x + 2 meet.,(–1,1) and (2,4),(0,2) and (2,4),(–2,0) and (1,3),(–3,1) and (2,4),A
Mathematics,If y = x² – x – 2 and y = 2x – 3 find x.,x=1 and 2,x=2 and 3,x=–1 and 3,x=–2 and 1,C
Mathematics,Solve x² – 2x – 8 = 0 using graphical method.,x=–2 and 4,x=–4 and 2,x=–3 and 5,x=–5 and 3,A
Mathematics,The intersection of y = x² and y = x + 6 gives x= ?,x=2 and –3,x=3 and –2,x=4 and –2,x=2 and –4,B
Mathematics,Find the coordinates for y = x² – 4 and y = 2x + 2.,(–3,–4) and (2,6),(–2,–2) and (3,8),(–1,0) and (2,6),(–2,–4) and (3,8),D
Mathematics,The quadratic y = x² – 6x + 8 touches the x-axis at?,(2,0) and (4,0),(3,0) and (5,0),(2,0) only,(4,0) only,A
Mathematics,Find x if y = x² – 4x + 3 and y = 2x – 1.,x=1 and 4,x=1 and 3,x=2 and 4,x=2 and 3,B
Mathematics,For y = x² and y = 2x – 1 find coordinates of intersection.,(1,1) and (–1,–3),(1,1) and (3,5),(0,0) and (2,3),(–2,3) and (1,1),A
Mathematics,The roots of y = x² – 2x – 15 = 0 using graph are?,–3 and 5,–2 and 7,–5 and 3,–4 and 6,A
Mathematics,Find the values of x for which y = x² – 4x – 5 = 0.,x=5 and –1,x=4 and –2,x=2 and –5,x=6 and –3,A
Mathematics,Find x where y = x² + x – 6 crosses the x-axis.,x=2 and –3,x=3 and –2,x=1 and –6,x=2 and 3,A
Mathematics,If y = x² – 4 and y = 3x – 5 find x.,x=1 and 2,x=2 and 3,x=1 and 4,x=1 and 3,D
Mathematics,Solve y = x² – 2x – 3 graphically.,x=–1 and 3,x=–2 and 3,x=–1 and 2,x=–3 and 1,A
Mathematics,If the graph of y = x² – 6x + 8 crosses x-axis at (2,0) and (4,0), the roots are?,2 and 4,–2 and 4,–4 and 2,4 and 6,A
Mathematics,Find points of intersection for y = x² – 2 and y = 2x + 1.,(–1,–1) and (3,7),(–2,–3) and (2,5),(–1,0) and (2,5),(0,2) and (3,7),A
Mathematics,Graphically, the minimum point of y = x² – 4x + 3 is at?,(2,–1),(1,–2),(2,1),(3,–2),A
Mathematics,Find the vertex of y = x² – 6x + 5.,(3,–4),(2,–5),(3,–5),(2,–4),A
Mathematics,The axis of symmetry of y = x² – 4x + 3 is?,x=2,x=3,x=1,x=4,A
Mathematics,Find x where y = x² – 3x + 2 cuts the x-axis.,x=1 and 2,x=2 and 3,x=–1 and 2,x=1 and 3,A
Mathematics,The vertex of y = x² – 2x – 3 is at?,(1,–4),(1,4),(–1,4),(2,–4),A
Mathematics,For y = x² – 4x + 4 the graph touches x-axis at?,(2,0),(–2,0),(4,0),(0,2),A
Mathematics,If y = x² + 2x + 1 find the coordinates of minimum point.,(–1,0),(1,0),(0,1),(–1,1),A
Mathematics,Find the x-intercepts of y = x² – 9.,x=3 and –3,x=0 and 3,x=–1 and 3,x=–3 and 2,A
Mathematics,The vertex of y = x² – 8x + 15 is at?,(4,–1),(4,1),(3,–2),(2,–3),A
Mathematics,Find x-values where y = x² – 5x + 6 = 0.,x=2 and 3,x=1 and 5,x=3 and 4,x=1 and 4,A
Mathematics,If y = x² – 4x + 2 find axis of symmetry.,x=2,x=3,x=1,x=4,A
Mathematics,The minimum value of y = x² – 6x + 8 is?,–1,0,2,3,A
Mathematics,Find the turning point of y = x² – 2x + 1.,(1,0),(2,1),(1,1),(0,1),A
Mathematics,The line y = 2x + 3 and parabola y = x² intersect at how many points?,2,1,3,0,A
Mathematics,If y = x² – 4x + 3, what is the y-intercept?,3,4,–4,–3,A
Mathematics,Find y-intercept of y = x² + 2x – 3.,–3,3,–2,2,A
Mathematics,For y = x² – 2x – 8, the vertex occurs at?,(1,–9),(2,–10),(1,–8),(3,–9),A
Mathematics,If the equation y = x² – 6x + 5 = 0 is drawn, what are the roots?,x=1 and 5,x=2 and 4,x=3 and 2,x=1 and 4,A
Mathematics,Find the number of roots of y = x² – 3x + 2 = 0.,2,1,0,3,A
Mathematics,If a quadratic touches the x-axis once, the discriminant is?,0,1,positive,negative,A
Mathematics,The graph of y = x² – 9x + 20 cuts x-axis at?,(4,0) and (5,0),(3,0) and (6,0),(2,0) and (7,0),(1,0) and (8,0),A
Mathematics,Find x-values where y = x² – 5x + 4 = 0.,x=1 and 4,x=2 and 3,x=1 and 5,x=2 and 4,A
Mathematics,If y varies directly as x and y=10 when x=5 find y when x=8.,12,14,16,18,C
Mathematics,When y varies directly as x and y=6 when x=4 find x when y=9.,5,6,7,8,B
Mathematics,If y varies directly as x and y=15 when x=3 find the constant of variation.,3,4,5,6,C
Mathematics,If y ∝ x then y/x is?,Constant,Variable,Increasing,Zero,A
Mathematics,When y varies directly as x and y=12 when x=4 find y when x=10.,25,28,30,35,C
Mathematics,If y varies inversely as x and y=6 when x=8 find y when x=12.,4,3,5,2,A
Mathematics,If y varies inversely as x and y=9 when x=2 find x when y=3.,3,4,5,6,B
Mathematics,If y ∝ 1/x and y=10 when x=2 find y when x=5.,2,3,4,5,B
Mathematics,When y varies inversely as x and y=8 when x=3 find y when x=6.,4,3,2,1,A
Mathematics,If y varies inversely as x and y=15 when x=4 find x when y=5.,6,10,8,12,C
Mathematics,If y varies jointly as x and z and y=24 when x=2 and z=6 find y when x=4 and z=9.,72,80,84,108,D
Mathematics,If y ∝ xz and y=12 when x=3,z=2 find the constant.,2,3,4,5,A
Mathematics,If y varies jointly as x and √z and y=40 when x=5,z=16 find y when x=8,z=9.,60,72,80,90,B
Mathematics,If y ∝ x/z and y=20 when x=10,z=5 find y when x=8,z=4.,16,20,24,32,B
Mathematics,If y varies directly as x² and y=50 when x=5 find y when x=10.,150,200,400,500,C
Mathematics,When y varies as x² and y=18 when x=3 find x when y=72.,6,7,8,9,A
Mathematics,If y varies inversely as the square of x and y=4 when x=2 find y when x=4.,1,2,3,4,A
Mathematics,If y ∝ 1/x² and y=50 when x=2 find y when x=5.,8,10,12,20,B
Mathematics,When y varies as x² and y=9 when x=3 find y when x=6.,27,36,54,81,D
Mathematics,If y varies as 1/x and y=8 when x=2 find y when x=4.,2,4,6,8,B
Mathematics,If y varies inversely as √x and y=20 when x=4 find y when x=9.,10,12,14,15,A
Mathematics,If y ∝ x and y=25 when x=5 find y when x=8.,35,38,40,42,C
Mathematics,When y varies inversely as x and y=12 when x=4 find x when y=6.,6,7,8,9,C
Mathematics,If y varies jointly as x and z and inversely as w, y=24 when x=3,z=4,w=2 find y when x=5,z=6,w=3.,60,80,90,100,A
Mathematics,If y varies directly as the cube of x and y=64 when x=2 find y when x=3.,192,216,256,300,B
Mathematics,If y varies as x³ and y=27 when x=3 find y when x=6.,108,162,216,324,C
Mathematics,If y ∝ 1/x³ and y=64 when x=2 find y when x=4.,8,16,24,32,A
Mathematics,If y varies inversely as x³ and y=81 when x=3 find y when x=9.,3,4,2,1,A
Mathematics,If y ∝ xz² and y=200 when x=5,z=4 find y when x=10,z=2.,160,200,250,400,C
Mathematics,If y ∝ x/√z and y=30 when x=6,z=9 find y when x=12,z=4.,60,72,80,90,C
Mathematics,If y ∝ x²z and y=40 when x=2,z=5 find y when x=4,z=2.,80,120,160,200,C
Mathematics,If y varies inversely as √x and y=10 when x=9 find y when x=25.,6,7,8,9,C
Mathematics,If y ∝ x³ and y=125 when x=5 find y when x=10.,500,800,1000,2000,C
Mathematics,If y varies inversely as the square of x and y=10 when x=2 find y when x=5.,2,3,4,5,A
Mathematics,If y ∝ 1/x² and y=16 when x=2 find x when y=4.,3,4,6,8,B
Mathematics,If y varies jointly as x and z² and y=36 when x=2,z=3 find y when x=4,z=6.,288,324,432,576,D
Mathematics,If y varies as x² and y=16 when x=4 find y when x=8.,32,48,64,128,D
Mathematics,If y ∝ 1/x and y=24 when x=3 find x when y=8.,6,7,8,9,C
Mathematics,If y varies as x and inversely as z and y=12 when x=3,z=4 find y when x=6,z=2.,24,30,32,36,A
Mathematics,If y ∝ xz and y=50 when x=5,z=2 find y when x=10,z=3.,200,250,300,400,C
Mathematics,If y varies jointly as x and √z and y=18 when x=2,z=9 find y when x=6,z=16.,48,54,60,72,B
Mathematics,If y varies inversely as x and directly as z and y=12 when x=3,z=4 find y when x=2,z=5.,25,30,35,40,B
Mathematics,If y varies inversely as the cube of x and y=8 when x=2 find y when x=4.,1,2,3,4,A
Mathematics,If y ∝ x³z² and y=72 when x=2,z=3 find y when x=3,z=4.,216,324,432,648,D
Mathematics,If y varies directly as x and inversely as √z and y=20 when x=5,z=4 find y when x=8,z=9.,24,26,28,30,A
Mathematics,If y ∝ x² and y=20 when x=2 find x when y=80.,3,4,5,6,C
Mathematics,If y varies directly as z and inversely as x and y=30 when z=5,x=2 find y when z=8,x=4.,20,25,30,40,B
Mathematics,If y ∝ x³ and y=54 when x=3 find the constant.,2,3,4,6,B
Mathematics,If y varies directly as x and inversely as y, what type of variation is this?,Joint,Partial,Inverse,Complex,A
Mathematics,If y ∝ x²z and y=108 when x=3,z=4 find y when x=2,z=6.,96,108,120,144,D
Mathematics,When y varies inversely as √x and y=12 when x=9 find y when x=4.,18,20,24,27,A
Mathematics,If y ∝ xz and y=30 when x=3,z=5 find constant of variation.,2,3,4,6,A
Mathematics,Find the mean of 4,6,8,10,12.,7,8,9,10,B
Mathematics,Find the median of 3,5,7,9,11.,5,6,7,8,C
Mathematics,Find the mode of 2,4,6,6,8,10.,2,4,6,8,C
Mathematics,Find the range of 12,15,9,18,21.,12,10,9,8,B
Mathematics,Find the mean of 2,3,4,5,6,7,8.,4,5,6,7,B
Mathematics,The modal value of 3,7,7,5,9,7,6 is?,3,5,7,9,C
Mathematics,If the mean of 5 numbers is 8 find their total sum.,30,35,40,45,C
Mathematics,Find the median of 2,4,6,8,10,12.,5,6,7,8,B
Mathematics,The range of 25,30,45,20,50 is?,25,30,35,40,A
Mathematics,Find the mean of 10,20,30,40,50.,25,30,35,40,B
Mathematics,Find the mode of 5,8,5,6,7,8,5.,5,6,7,8,A
Mathematics,Find the median of 4,8,10,12,16,18.,9,10,11,12,B
Mathematics,The range of 8,14,12,10,18 is?,8,9,10,11,A
Mathematics,Find the mean of first 5 even numbers.,4,5,6,7,C
Mathematics,Find the mean of 1,2,3,4,5,6,7,8,9.,4,5,6,7,B
Mathematics,The modal class in a frequency table is the class with?,Highest frequency,Lowest frequency,Middle value,Smallest class,A
Mathematics,If 5 students scored 4,6,8,10,12, find the range.,6,7,8,9,C
Mathematics,Find the range of 15,20,25,30,35.,15,20,25,30,A
Mathematics,The mean of 10,20,30 is?,10,20,30,B
Mathematics,The median of 4,8,12,16,20 is?,8,10,12,14,C
Mathematics,Find the mode of 6,6,6,7,8,9,10.,6,7,8,9,A
Mathematics,Find the range of 3,5,9,12,15.,10,11,12,13,B
Mathematics,Find the mean of 12,14,16,18,20.,15,16,17,18,B
Mathematics,Find the median of 2,3,5,7,8,9,10.,5,6,7,8,B
Mathematics,Find the mode of 11,14,14,15,16,17.,14,15,16,17,A
Mathematics,Find the mean of 3,6,9,12,15.,7,8,9,10,C
Mathematics,The range of 2,5,8,11,14 is?,12,11,10,9,A
Mathematics,Find the median of 4,6,8,10,12,14,16,18.,9,10,11,12,B
Mathematics,Find the mean of 1,3,5,7,9,11.,5,6,7,8,B
Mathematics,Find the mode of 2,4,4,6,8,8,8,10.,4,6,8,10,C
Mathematics,Find the mean of first five natural numbers.,2,3,4,5,B
Mathematics,Find the mean of 15,25,35,45,55.,25,35,40,45,B
Mathematics,The range of 6,9,12,18,24 is?,12,15,18,20,B
Mathematics,Find the mode of 3,3,5,7,9,11,13,13,13.,3,7,9,13,D
Mathematics,The median of 5,10,15,20,25,30 is?,12,15,17,20,C
Mathematics,If mean of 4 numbers is 6 find sum.,18,20,22,24,B
Mathematics,Find the range of 7,11,9,15,19.,8,9,10,11,A
Mathematics,Find the mean of 2,4,6,8,10,12,14.,7,8,9,10,B
Mathematics,Find the mode of 9,11,11,13,13,13,15.,11,12,13,15,C
Mathematics,Find the median of 5,7,9,11,13,15,17.,9,10,11,12,C
Mathematics,Find the mean of 20,25,30,35,40.,25,30,35,40,B
Mathematics,The range of 12,14,16,20,22,25 is?,10,9,8,11,A
Mathematics,Find the mean of first 10 natural numbers.,4,5,5.5,6,C
Mathematics,Find the mode of 8,9,9,10,11,11,11,12.,9,10,11,12,C
Mathematics,Find the median of 2,4,6,8,10,12,14,16.,8,9,10,11,A
Mathematics,Find the range of 5,10,15,20,25,30.,20,25,30,35,B
Mathematics,Find the mean of 10,15,20,25,30.,18,20,22,24,B
Mathematics,The mode of 4,4,4,5,5,6,7 is?,4,5,6,7,A
Mathematics,Find the range of 9,12,15,18,21.,9,10,11,12,B
Mathematics,Find the median of 11,13,15,17,19.,13,15,17,19,B
Mathematics,The mean of 8,10,12,14,16 is?,10,12,14,16,B
Mathematics,If a coin is tossed once, what is the probability of getting a head?,1/2,1/3,1/4,2/3,A
Mathematics,Find the probability of getting an even number when a die is thrown.,1/2,1/3,1/4,2/3,A
Mathematics,When a die is thrown, probability of getting 4 is?,1/6,1/5,1/4,1/3,A
Mathematics,Find the probability of getting a prime number on a fair die.,1/2,1/3,1/6,2/3,A
Mathematics,If a coin is tossed twice, probability of two heads is?,1/4,1/2,1/3,2/3,A
Mathematics,When two coins are tossed, probability of one head is?,1/2,1/3,1/4,2/3,B
Mathematics,Find probability of getting a number less than 4 on a die.,1/3,1/2,1/4,2/3,A
Mathematics,Find probability of getting tail when a coin is tossed.,1/2,1/3,1/4,2/3,A
Mathematics,Probability of getting an odd number on a die is?,1/2,1/3,1/6,2/3,A
Mathematics,If a die is thrown once, probability of not getting 6 is?,5/6,4/6,3/6,2/6,A
Mathematics,When two dice are thrown, total outcomes are?,6,12,18,36,D
Mathematics,If a die is thrown, probability of getting number greater than 4 is?,1/3,1/2,1/4,2/3,A
Mathematics,Probability of getting head or tail when coin is tossed is?,1,1/2,1/3,1/4,A
Mathematics,Find probability of getting 5 or 6 on a die.,1/3,1/2,1/4,2/3,B
Mathematics,Probability of selecting a vowel from letters A,B,C,D,E is?,2/5,3/5,1/5,4/5,B
Mathematics,Find probability of picking red ball from 2 red and 3 blue.,2/5,3/5,1/5,4/5,A
Mathematics,If a bag contains 5 white and 7 black balls, find probability of picking black.,5/12,7/12,1/2,1/3,B
Mathematics,Probability of drawing an ace from 52 cards is?,1/13,1/26,1/52,1/12,A
Mathematics,Find probability of drawing a king or queen from 52 cards.,1/26,2/26,1/13,1/52,C
Mathematics,Probability of getting an odd number from 1 to 10 is?,1/2,1/3,1/4,2/3,A
Mathematics,Find probability of choosing even number from 1–20.,1/2,1/3,2/3,1/4,A
Mathematics,Find number of outcomes when a die is thrown twice.,6,12,18,36,D
